poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,cycle,office_type,seat_name,seat_number,election_date,stage,party,pct,answer,candidate_name,candidate_id,race_id,nationwide_match,ranked_choice_reallocated,hypothetical
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,50bf941d-aa27-44cb-a5f4-48fba9f8adac,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,Governor,,,2026-11-03,general,NONE,1,Would not vote,Would not vote,2161fbf6-e73e-4930-ab2e-e531b2df05e4,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,50bf941d-aa27-44cb-a5f4-48fba9f8adac,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,Governor,,,2026-11-03,general,NONE,9,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,50bf941d-aa27-44cb-a5f4-48fba9f8adac,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,Governor,,,2026-11-03,general,IND,1,Raphoon,Jenn Mack Raphoon,a2107b12-34ea-46fa-8f2b-a8353e8338a5,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,50bf941d-aa27-44cb-a5f4-48fba9f8adac,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,Governor,,,2026-11-03,general,LIB,1,Dixon,Pat Dixon,0ac02528-6040-42de-938b-3ff72e543c3f,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,50bf941d-aa27-44cb-a5f4-48fba9f8adac,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,Governor,,,2026-11-03,general,REP,46,Abbott,Greg Abbott,032d17c6-0f30-49d1-8383-2dc8f4a73856,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,50bf941d-aa27-44cb-a5f4-48fba9f8adac,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,Governor,,,2026-11-03,general,DEM,41,Hinojosa (Gina),Gina Hinojosa,b1908e01-f963-4f2f-9053-c9b88e559363,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
85cc4ac5-cb11-4b55-9888-56afabb87393,9b245451-0334-4f8c-909e-b48d602feb76,Public Policy Polling,84be0129-eacf-454b-8168-7558b563f83f,Lone Star Rising PAC,Public Policy Polling,263,Public Policy Polling,,,,,TX,5/22/26,5/23/26,,,,36474cbd-81cf-43ab-ad5c-a839cd3fea81,643,rv,,rv,,5/27/26 08:25,,https://www.politico.com/newsletters/playbook/2026/05/27/paxton-wins-talarico-spins-00937608,,,,,,DEM,2026,Governor,,,2026-11-03,general,NONE,8,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
85cc4ac5-cb11-4b55-9888-56afabb87393,9b245451-0334-4f8c-909e-b48d602feb76,Public Policy Polling,84be0129-eacf-454b-8168-7558b563f83f,Lone Star Rising PAC,Public Policy Polling,263,Public Policy Polling,,,,,TX,5/22/26,5/23/26,,,,36474cbd-81cf-43ab-ad5c-a839cd3fea81,643,rv,,rv,,5/27/26 08:25,,https://www.politico.com/newsletters/playbook/2026/05/27/paxton-wins-talarico-spins-00937608,,,,,,DEM,2026,Governor,,,2026-11-03,general,REP,48,Abbott,Greg Abbott,032d17c6-0f30-49d1-8383-2dc8f4a73856,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
85cc4ac5-cb11-4b55-9888-56afabb87393,9b245451-0334-4f8c-909e-b48d602feb76,Public Policy Polling,84be0129-eacf-454b-8168-7558b563f83f,Lone Star Rising PAC,Public Policy Polling,263,Public Policy Polling,,,,,TX,5/22/26,5/23/26,,,,36474cbd-81cf-43ab-ad5c-a839cd3fea81,643,rv,,rv,,5/27/26 08:25,,https://www.politico.com/newsletters/playbook/2026/05/27/paxton-wins-talarico-spins-00937608,,,,,,DEM,2026,Governor,,,2026-11-03,general,DEM,44,Hinojosa (Gina),Gina Hinojosa,b1908e01-f963-4f2f-9053-c9b88e559363,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
d3c0332e-4eb3-40ce-9ca1-23424e5f5d79,a6295aab-886d-497f-92c9-5407f56a8c33,Change Research,b290d128-0e65-4fcc-a1f8-54f63b407d06,Freedom Project USA,Change Research,48,Change Research,,,,,FL,5/13/26,5/16/26,,,,5b171429-f254-4312-95ed-89eae7835906,1593,lv,,lv,,5/18/26 19:16,,https://changeresearch.com/florida-governors-race-may-2026/,,,,,,,2026,Governor,,,2026-11-03,general,REP,42,Donalds,Byron Donalds,c034dd95-7ebf-4049-95fa-f40321bde9e1,5c30013f-cca8-40cc-bdbf-2dfb75c5214b,,,
d3c0332e-4eb3-40ce-9ca1-23424e5f5d79,a6295aab-886d-497f-92c9-5407f56a8c33,Change Research,b290d128-0e65-4fcc-a1f8-54f63b407d06,Freedom Project USA,Change Research,48,Change Research,,,,,FL,5/13/26,5/16/26,,,,5b171429-f254-4312-95ed-89eae7835906,1593,lv,,lv,,5/18/26 19:16,,https://changeresearch.com/florida-governors-race-may-2026/,,,,,,,2026,Governor,,,2026-11-03,general,DEM,46,Jolly,David W. Jolly,7070a6f6-a9b5-4d93-a452-860dff7cef42,5c30013f-cca8-40cc-bdbf-2dfb75c5214b,,,
a13a661b-89be-4d2b-a371-09edc4fc4ea4,9d39ad0f-23bc-4e75-8390-8db5132e1207,Barbara Jordan Public Policy Research and Survey Center,,,Barbara Jordan Public Policy Research and Survey Center,,,,,Nonprobability Panel,,TX,4/22/26,5/6/26,,,,adc98b7e-edc9-4b67-9560-fc8da22a7d50,1223,lv,,lv,,5/18/26 07:58,,https://static1.squarespace.com/static/67aa7aa3e284b002cd6a420e/t/6a0addffcba58d0751053542/1779097087749/TSUTexasNov2026.pdf,,,,,,,2026,Governor,,,2026-11-03,general,NONE,5,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
a13a661b-89be-4d2b-a371-09edc4fc4ea4,9d39ad0f-23bc-4e75-8390-8db5132e1207,Barbara Jordan Public Policy Research and Survey Center,,,Barbara Jordan Public Policy Research and Survey Center,,,,,Nonprobability Panel,,TX,4/22/26,5/6/26,,,,adc98b7e-edc9-4b67-9560-fc8da22a7d50,1223,lv,,lv,,5/18/26 07:58,,https://static1.squarespace.com/static/67aa7aa3e284b002cd6a420e/t/6a0addffcba58d0751053542/1779097087749/TSUTexasNov2026.pdf,,,,,,,2026,Governor,,,2026-11-03,general,LIB,3,Dixon,Pat Dixon,0ac02528-6040-42de-938b-3ff72e543c3f,fe1f0a9f-398c-415d-a0f1-74b42972f5db,,,
