poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,cycle,office_type,seat_name,seat_number,election_date,stage,party,pct,answer,candidate_name,candidate_id,race_id,nationwide_match,ranked_choice_reallocated,hypothetical
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,ba371efa-361e-4b89-97c3-b35fd69d187c,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,U.S. Senate,,,2026-11-03,general,NONE,2,Would not vote,Would not vote,2161fbf6-e73e-4930-ab2e-e531b2df05e4,d99dd21d-c466-4b21-b6cc-5018468d17de,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,ba371efa-361e-4b89-97c3-b35fd69d187c,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,U.S. Senate,,,2026-11-03,general,NONE,7,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,d99dd21d-c466-4b21-b6cc-5018468d17de,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,ba371efa-361e-4b89-97c3-b35fd69d187c,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,U.S. Senate,,,2026-11-03,general,LIB,1,Brown,Ted Brown,387d4784-7690-4d93-b287-008039088205,d99dd21d-c466-4b21-b6cc-5018468d17de,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,ba371efa-361e-4b89-97c3-b35fd69d187c,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,U.S. Senate,,,2026-11-03,general,DEM,47,Talarico,James Talarico,be9d6f32-d4c3-404a-9322-9b7d262562df,d99dd21d-c466-4b21-b6cc-5018468d17de,,,
48331063-1d9a-4a55-a585-6981c1b38e81,50e74854-ced4-4bd8-8cbe-352224df2621,Slingshot Strategies,d7bb98c0-1a1c-43fc-9906-02846b3edc26,Texas Public Opinion Research,Slingshot Strategies,451,Slingshot Strategies,,,,,TX,5/27/26,5/28/26,,,,ba371efa-361e-4b89-97c3-b35fd69d187c,1670,lv,,lv,,5/29/26 16:24,,https://texaspublicopinionresearch.substack.com/p/new-poll-james-talarico-leads-ken,,,,,,,2026,U.S. Senate,,,2026-11-03,general,REP,44,Paxton,Ken Paxton,9c3423ab-7978-49e9-83df-8e2c493e84d4,d99dd21d-c466-4b21-b6cc-5018468d17de,,,
82abb093-a035-4baf-8454-9e8414a28e65,515110ac-affe-4b0c-a37c-3fb9aad38004,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,,,Text-to-Web/Live Phone,,FL,5/18/26,5/21/26,,Alexander Vindman,DEM,289d7288-375d-472b-bda4-23dbe90ccbdf,1000,lv,,lv,,5/28/26 07:41,,https://floridapolitics.com/archives/798776-alex-vindman-campaign-polling-shows-him-within-striking-distance-of-ashley-moody/,,,,,,DEM,2026,U.S. Senate,,,2026-11-03,general,NONE,12,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,b59d96b4-5318-4497-a4d1-9bd83217ac76,,,
82abb093-a035-4baf-8454-9e8414a28e65,515110ac-affe-4b0c-a37c-3fb9aad38004,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,,,Text-to-Web/Live Phone,,FL,5/18/26,5/21/26,,Alexander Vindman,DEM,289d7288-375d-472b-bda4-23dbe90ccbdf,1000,lv,,lv,,5/28/26 07:41,,https://floridapolitics.com/archives/798776-alex-vindman-campaign-polling-shows-him-within-striking-distance-of-ashley-moody/,,,,,,DEM,2026,U.S. Senate,,,2026-11-03,general,REP,46,Moody (Ashley),Ashley Moody,a38f2633-2a5e-476f-8eff-76c692c59e53,b59d96b4-5318-4497-a4d1-9bd83217ac76,,,
82abb093-a035-4baf-8454-9e8414a28e65,515110ac-affe-4b0c-a37c-3fb9aad38004,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,,,Text-to-Web/Live Phone,,FL,5/18/26,5/21/26,,Alexander Vindman,DEM,289d7288-375d-472b-bda4-23dbe90ccbdf,1000,lv,,lv,,5/28/26 07:41,,https://floridapolitics.com/archives/798776-alex-vindman-campaign-polling-shows-him-within-striking-distance-of-ashley-moody/,,,,,,DEM,2026,U.S. Senate,,,2026-11-03,general,DEM,43,Vindman (Alexander),Alexander Vindman,4bafe000-2667-42dd-863a-0c8337c57165,b59d96b4-5318-4497-a4d1-9bd83217ac76,,,
7bac6163-a4b1-4378-872d-9e3247a9f447,a18ec25b-ef6c-44ce-84b1-e5d59b798228,University of New Hampshire,,,University of New Hampshire,357,University of New Hampshire Survey Center,,,Probability Panel,,ME,5/21/26,5/25/26,,,,f08730e9-3f4a-4224-a477-ddd18788bd20,1250,lv,,lv,,5/27/26 13:46,,https://scholars.unh.edu/survey_center_polls/960/,,,,,,,2026,U.S. Senate,,,2026-11-03,general,NONE,6,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,eea2d6d6-bcb0-4fe7-b1da-ec22a14df253,,,
7bac6163-a4b1-4378-872d-9e3247a9f447,a18ec25b-ef6c-44ce-84b1-e5d59b798228,University of New Hampshire,,,University of New Hampshire,357,University of New Hampshire Survey Center,,,Probability Panel,,ME,5/21/26,5/25/26,,,,f08730e9-3f4a-4224-a477-ddd18788bd20,1250,lv,,lv,,5/27/26 13:46,,https://scholars.unh.edu/survey_center_polls/960/,,,,,,,2026,U.S. Senate,,,2026-11-03,general,NONE,2,Someone else,Someone else,d23503df-ca4b-41e0-807f-67f2629609ac,eea2d6d6-bcb0-4fe7-b1da-ec22a14df253,,,
