poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,cycle,office_type,seat_name,seat_number,election_date,stage,party,pct,answer,candidate_name,candidate_id,race_id,nationwide_match,ranked_choice_reallocated,hypothetical
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,b7ca3fa4-39ce-4cfd-8c16-0801704f6727,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,DEM,47,Democrat,Generic Democrat,d73e9669-a0c1-41c3-b768-9e0355cf5fec,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,b7ca3fa4-39ce-4cfd-8c16-0801704f6727,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,REP,53,Baumgartner,Michael Baumgartner,f0165185-bc74-4985-b9b8-a7948776cce8,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,ccd7a26d-22ce-4376-b0cb-5075c28e18ba,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,DEM,46,Womack (David),David Womack,087e869b-d654-494b-a2e5-9978006c2ce8,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,ccd7a26d-22ce-4376-b0cb-5075c28e18ba,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,REP,54,Baumgartner,Michael Baumgartner,f0165185-bc74-4985-b9b8-a7948776cce8,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,f543eb59-b170-4071-b50e-099cdad72e87,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,DEM,46,Mavalwalla,Bajun Mavalwalla,e503c6e5-0a5f-47ca-891e-ef8ad2ba3a46,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,f543eb59-b170-4071-b50e-099cdad72e87,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,REP,54,Baumgartner,Michael Baumgartner,f0165185-bc74-4985-b9b8-a7948776cce8,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,72d45789-a697-4f16-9882-33e470532940,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,DEM,47,Conroy,Carmela Conroy,0c2f4936-5a4f-46fc-b942-f5e0acde17e1,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,72d45789-a697-4f16-9882-33e470532940,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,REP,53,Baumgartner,Michael Baumgartner,f0165185-bc74-4985-b9b8-a7948776cce8,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,065cca75-9c45-48a5-863b-3c6e39727e0b,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,IND,53,Powell,Nate Powell,e054f9e9-586f-4b93-8486-b174504edd72,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
b005e604-d823-4b0c-b673-a50ba5d8415d,051ba522-1b39-4264-b05f-81a45419f175,Tavern Research,dd32e822-3105-4fd5-abfa-308b93a931b5,Contours Inc.,Tavern Research,,,,,,,WA,5/18/26,5/25/26,,,,065cca75-9c45-48a5-863b-3c6e39727e0b,578,lv,,lv,,5/29/26 15:44,,https://www.tavernresearch.com/research-and-writings//wa-05-baumgartner-leads-democrats-trails-independent,,,,,,,2026,U.S. House,Fifth Congressional District,5,2026-11-03,general,REP,47,Baumgartner,Michael Baumgartner,f0165185-bc74-4985-b9b8-a7948776cce8,a6542a7c-e698-4410-aba0-7dd0dd07ed52,,,
